# # comment:                                                     FEFF 9.9.1  
# # Source:
# # Structure
# # Reduced
# # space
# # abc:
# # angles:
# # sites:
# # POT  SCF 100  7.0000   0, screened core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=29 Rmt= 1.285 Rnm= 1.354 K  shell
# # Pot 1 Z=29 Rmt= 1.285 Rnm= 1.354
# # Pot 2 Z=16 Rmt= 0.896 Rnm= 1.106
# # Pot 3 Z= 8 Rmt= 0.861 Rnm= 1.013
# # Gam_ch=1.729E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-4.645E+00eV kf=2.563E+00 Vint=-1.716E+01eV Rs_int= 1.415
# FMS rfms= 9.0000
# # PATH  Rmax=-1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=0.950  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           2.4816E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    8983.360     -8.455  -1.000  5.11595E-02  5.68688E-02 -5.70928E-03
    8983.659     -8.157  -0.960  5.45408E-02  6.11385E-02 -6.59776E-03
    8983.946     -7.870  -0.920  5.82648E-02  6.58979E-02 -7.63306E-03
    8984.220     -7.596  -0.880  6.23802E-02  7.12205E-02 -8.84034E-03
    8984.482     -7.334  -0.840  6.69434E-02  7.71924E-02 -1.02490E-02
    8984.732     -7.084  -0.800  7.20201E-02  8.39134E-02 -1.18933E-02
    8984.970     -6.846  -0.760  7.76858E-02  9.14981E-02 -1.38123E-02
    8985.195     -6.621  -0.720  8.40260E-02  1.00077E-01 -1.60507E-02
    8985.409     -6.407  -0.680  9.11352E-02  1.09792E-01 -1.86572E-02
    8985.610     -6.206  -0.640  9.91132E-02  1.20797E-01 -2.16839E-02
    8985.799     -6.017  -0.600  1.08058E-01  1.33240E-01 -2.51822E-02
    8985.976     -5.840  -0.560  1.18054E-01  1.47251E-01 -2.91971E-02
    8986.140     -5.676  -0.520  1.29147E-01  1.62905E-01 -3.37579E-02
    8986.293     -5.523  -0.480  1.41325E-01  1.80190E-01 -3.88654E-02
    8986.433     -5.383  -0.440  1.54475E-01  1.98953E-01 -4.44775E-02
    8986.561     -5.255  -0.400  1.68365E-01  2.18861E-01 -5.04962E-02
    8986.677     -5.139  -0.360  1.82630E-01  2.39394E-01 -5.67635E-02
    8986.780     -5.036  -0.320  1.96801E-01  2.59872E-01 -6.30707E-02
    8986.872     -4.944  -0.280  2.10362E-01  2.79545E-01 -6.91832E-02
    8986.951     -4.865  -0.240  2.22820E-01  2.97691E-01 -7.48713E-02
    8987.018     -4.798  -0.200  2.33775E-01  3.13712E-01 -7.99377E-02
    8987.073     -4.743  -0.160  2.42942E-01  3.27174E-01 -8.42314E-02
    8987.115     -4.700  -0.120  2.50151E-01  3.37802E-01 -8.76507E-02
    8987.146     -4.670  -0.080  2.55314E-01  3.45450E-01 -9.01366E-02
    8987.170     -4.645   0.000  2.59406E-01  3.51590E-01 -9.21841E-02
    8987.225     -4.591   0.120  2.68534E-01  3.65410E-01 -9.68759E-02
    8987.268     -4.548   0.160  2.75675E-01  3.76138E-01 -1.00464E-01
    8987.323     -4.493   0.200  2.84740E-01  3.89799E-01 -1.05059E-01
    8987.390     -4.426   0.240  2.95565E-01  4.06177E-01 -1.10612E-01
    8987.469     -4.347   0.280  3.07863E-01  4.24926E-01 -1.17063E-01
    8987.560     -4.255   0.320  3.21179E-01  4.45479E-01 -1.24299E-01
    8987.664     -4.152   0.360  3.35029E-01  4.67205E-01 -1.32175E-01
    8987.780     -4.036   0.400  3.48934E-01  4.89397E-01 -1.40463E-01
    8987.908     -3.908   0.440  3.62586E-01  5.11430E-01 -1.48844E-01
    8988.048     -3.768   0.480  3.76000E-01  5.32801E-01 -1.56801E-01
    8988.201     -3.615   0.520  3.89635E-01  5.53225E-01 -1.63590E-01
    8988.365     -3.451   0.560  4.04285E-01  5.72542E-01 -1.68257E-01
    8988.542     -3.274   0.600  4.20922E-01  5.90720E-01 -1.69799E-01
    8988.731     -3.085   0.640  4.40371E-01  6.07854E-01 -1.67483E-01
    8988.932     -2.884   0.680  4.62701E-01  6.24000E-01 -1.61300E-01
    8989.145     -2.670   0.720  4.86870E-01  6.39334E-01 -1.52465E-01
    8989.371     -2.445   0.760  5.10739E-01  6.53952E-01 -1.43213E-01
    8989.609     -2.207   0.800  5.32573E-01  6.67978E-01 -1.35404E-01
    8989.859     -1.957   0.840  5.52198E-01  6.81523E-01 -1.29325E-01
    8990.121     -1.695   0.880  5.70060E-01  6.94623E-01 -1.24563E-01
    8990.395     -1.421   0.920  5.85985E-01  7.07396E-01 -1.21411E-01
    8990.682     -1.134   0.960  5.99682E-01  7.19868E-01 -1.20187E-01
    8990.980     -0.835   1.000  6.12592E-01  7.32094E-01 -1.19503E-01
    8991.291     -0.525   1.040  6.27916E-01  7.44098E-01 -1.16182E-01
    8991.614     -0.201   1.080  6.48398E-01  7.55891E-01 -1.07493E-01
    8991.950      0.134   1.120  6.73984E-01  7.67481E-01 -9.34974E-02
    8992.297      0.481   1.160  7.02471E-01  7.78911E-01 -7.64397E-02
    8992.657      0.841   1.200  7.32822E-01  7.90132E-01 -5.73107E-02
    8993.029      1.213   1.240  7.67458E-01  8.01177E-01 -3.37192E-02
    8993.413      1.597   1.280  8.10704E-01  8.12033E-01 -1.32891E-03
    8993.809      1.993   1.320  8.62321E-01  8.22685E-01  3.96354E-02
    8994.217      2.401   1.360  9.12504E-01  8.33116E-01  7.93874E-02
    8994.638      2.822   1.400  9.51195E-01  8.43326E-01  1.07868E-01
    8995.071      3.255   1.440  9.80062E-01  8.53316E-01  1.26747E-01
    8995.516      3.700   1.480  1.00715E+00  8.63042E-01  1.44109E-01
    8995.973      4.157   1.520  1.04249E+00  8.72503E-01  1.69991E-01
    8996.442      4.627   1.560  1.09641E+00  8.81696E-01  2.14710E-01
    8996.924      5.108   1.600  1.16890E+00  8.90598E-01  2.78300E-01
    8997.418      5.602   1.640  1.24727E+00  8.99208E-01  3.48060E-01
    8997.924      6.108   1.680  1.31636E+00  9.07499E-01  4.08858E-01
    8998.442      6.626   1.720  1.36369E+00  9.15472E-01  4.48221E-01
    8998.972      7.156   1.760  1.37682E+00  9.23125E-01  4.53699E-01
    8999.515      7.699   1.800  1.35090E+00  9.30455E-01  4.20446E-01
    9000.069      8.254   1.840  1.30182E+00  9.37439E-01  3.64381E-01
    9000.636      8.821   1.880  1.25188E+00  9.44057E-01  3.07824E-01
    9001.215      9.400   1.920  1.20705E+00  9.50350E-01  2.56696E-01
    9001.807      9.991   1.960  1.16294E+00  9.56296E-01  2.06643E-01
    9002.410     10.594   2.000  1.12061E+00  9.61878E-01  1.58729E-01
    9003.026     11.210   2.040  1.08953E+00  9.67116E-01  1.22410E-01
    9003.654     11.838   2.080  1.07602E+00  9.72012E-01  1.04011E-01
    9004.294     12.478   2.120  1.07573E+00  9.76571E-01  9.91635E-02
    9004.946     13.130   2.160  1.07926E+00  9.80792E-01  9.84723E-02
    9005.611     13.795   2.200  1.07923E+00  9.84681E-01  9.45482E-02
    9006.287     14.472   2.240  1.07444E+00  9.88242E-01  8.62004E-02
    9006.976     15.160   2.280  1.06614E+00  9.91498E-01  7.46452E-02
    9007.677     15.861   2.320  1.05619E+00  9.94433E-01  6.17585E-02
    9008.390     16.575   2.360  1.04593E+00  9.97076E-01  4.88562E-02
    9009.116     17.300   2.400  1.03419E+00  9.99430E-01  3.47574E-02
    9009.853     18.038   2.440  1.02214E+00  1.00152E+00  2.06239E-02
    9010.603     18.787   2.480  1.01120E+00  1.00333E+00  7.86669E-03
