# # comment:                                                     FEFF 9.9.1  
# # Source:
# # Structure
# # Reduced
# # space
# # abc:
# # angles:106.532787
# # sites:
# # POT  SCF 100  7.0000   0, screened core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=29 Rmt= 1.277 Rnm= 1.348 K  shell
# # Pot 1 Z=29 Rmt= 1.277 Rnm= 1.348
# # Pot 2 Z=15 Rmt= 0.941 Rnm= 1.158
# # Pot 3 Z= 8 Rmt= 0.880 Rnm= 1.045
# # Gam_ch=1.729E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-6.524E+00eV kf=2.470E+00 Vint=-1.678E+01eV Rs_int= 1.468
# FMS rfms= 9.0000
# # PATH  Rmax=-1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=0.950  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           2.4811E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    8983.317    -10.334  -1.000  4.28293E-02  5.27225E-02 -9.89316E-03
    8983.616    -10.035  -0.960  4.54513E-02  5.65550E-02 -1.11037E-02
    8983.902     -9.749  -0.920  4.83208E-02  6.08161E-02 -1.24953E-02
    8984.176     -9.474  -0.880  5.14699E-02  6.55693E-02 -1.40994E-02
    8984.438     -9.212  -0.840  5.49353E-02  7.08885E-02 -1.59532E-02
    8984.688     -8.962  -0.800  5.87586E-02  7.68596E-02 -1.81010E-02
    8984.926     -8.724  -0.760  6.29865E-02  8.35810E-02 -2.05945E-02
    8985.152     -8.499  -0.720  6.76707E-02  9.11641E-02 -2.34935E-02
    8985.365     -8.285  -0.680  7.28665E-02  9.97318E-02 -2.68653E-02
    8985.566     -8.084  -0.640  7.86310E-02  1.09414E-01 -3.07828E-02
    8985.755     -7.895  -0.600  8.50183E-02  1.20337E-01 -3.53192E-02
    8985.932     -7.719  -0.560  9.20724E-02  1.32612E-01 -4.05395E-02
    8986.097     -7.554  -0.520  9.98166E-02  1.46302E-01 -4.64857E-02
    8986.249     -7.402  -0.480  1.08239E-01  1.61395E-01 -5.31563E-02
    8986.389     -7.261  -0.440  1.17274E-01  1.77757E-01 -6.04832E-02
    8986.517     -7.133  -0.400  1.26790E-01  1.95102E-01 -6.83117E-02
    8986.633     -7.018  -0.360  1.36584E-01  2.12980E-01 -7.63967E-02
    8986.737     -6.914  -0.320  1.46384E-01  2.30808E-01 -8.44231E-02
